"구분별(1)",구분별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"구분별(1)",구분별(2),도수관,도수관,도수관,도수관,도수관,송수관,송수관,송수관,송수관,송수관,배수관,배수관,배수관,배수관,배수관,급수관,급수관,급수관,급수관,급수관
"구분별(1)",구분별(2),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%)
"대전광역시",기타,4030,0,0,29,0,0,0,0,0,0,72553,0,0,10,0,4600,0,0,16,0
"울산광역시",총계,1872,0,0,18,0,168140,23403,14,18,0,1728577,81107,5,14,1,1359509,87842,7,17,0
"울산광역시",에나멜코팅 도복장강관,1350,0,0,25,0,31384,3825,12,24,0,5733,2901,51,28,0,0,0,0,0,0
"울산광역시",엑상에폭시 도복장강관,522,0,0,1,0,1603,0,0,10,0,3646,0,0,11,0,16790,2,0,27,0
"울산광역시",주철관,0,0,0,0,0,0,0,0,0,0,15177,15177,100,31,0,0,0,0,0,0
"울산광역시",덕타일주철관,0,0,0,0,0,135153,19578,15,17,0,1640759,62126,4,14,0,84611,3571,4,17,0
"울산광역시",PVC관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"울산광역시",내충격수도관,0,0,0,0,0,0,0,0,0,0,21224,283,1,7,0,0,0,0,0,0
"울산광역시",PE관,0,0,0,0,0,0,0,0,0,0,42038,620,2,8,0,0,0,0,0,0
"울산광역시",아연도강관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"울산광역시",동관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"울산광역시",스테인레스관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1258108,84269,7,17,0
"울산광역시",흄관,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
"울산광역시",기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"세종특별자치시",총계,0,0,0,0,0,33685,0,0,4,5,163169,0,0,2,0,151935,0,0,2,0
"세종특별자치시",에나멜코팅 도복장강관,0,0,0,0,0,1705,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"세종특별자치시",엑상에폭시 도복장강관,0,0,0,0,0,1285,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"세종특별자치시",주철관,0,0,0,0,0,1650,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"세종특별자치시",덕타일주철관,0,0,0,0,0,28211,0,0,5,0,54323,0,0,2,0,0,0,0,0,0
"세종특별자치시",PVC관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"세종특별자치시",내충격수도관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"세종특별자치시",PE관,0,0,0,0,0,834,0,0,5,0,108846,0,0,2,0,151935,0,0,2,0
"세종특별자치시",아연도강관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"세종특별자치시",동관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"세종특별자치시",스테인레스관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"세종특별자치시",흄관,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
"세종특별자치시",기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경기도",총계,244660,29164,12,21,5,1365682,132425,10,19,7,21040416,669625,3,13,12,12238753,1095572,9,16,1
"경기도",에나멜코팅 도복장강관,171671,20508,12,24,0,717950,92216,13,21,0,1912945,52658,3,19,0,27619,1526,6,27,0
"경기도",엑상에폭시 도복장강관,26051,1036,4,18,0,200914,1807,1,10,0,810471,9455,1,9,0,48567,0,0,8,0
"경기도",주철관,11965,7070,59,27,0,95718,16725,18,21,0,2502777,156522,6,18,0,76057,5275,7,18,0
"경기도",덕타일주철관,22063,0,0,7,0,333173,21092,6,17,0,8002362,192847,2,15,0,354897,4385,1,20,0
