"행정구역별(시군구)","연령별","항목","단위","2015 년",
"인천광역시","55~59세","내국인-배우자있음","","174181",
"인천광역시","55~59세","내국인-사별","","14791",
"인천광역시","55~59세","내국인-이혼","","27162",
"인천광역시","60~64세","내국인(15세이상)-계","","141749",
"인천광역시","60~64세","내국인-미혼","","3502",
"인천광역시","60~64세","내국인-배우자있음","","108543",
"인천광역시","60~64세","내국인-사별","","16115",
"인천광역시","60~64세","내국인-이혼","","13589",
"인천광역시","65~69세","내국인(15세이상)-계","","104414",
"인천광역시","65~69세","내국인-미혼","","1440",
"인천광역시","65~69세","내국인-배우자있음","","74613",
"인천광역시","65~69세","내국인-사별","","20260",
"인천광역시","65~69세","내국인-이혼","","8101",
"인천광역시","70~74세","내국인(15세이상)-계","","80663",
"인천광역시","70~74세","내국인-미혼","","956",
"인천광역시","70~74세","내국인-배우자있음","","51244",
"인천광역시","70~74세","내국인-사별","","24498",
"인천광역시","70~74세","내국인-이혼","","3965",
"인천광역시","75~79세","내국인(15세이상)-계","","59463",
"인천광역시","75~79세","내국인-미혼","","388",
"인천광역시","75~79세","내국인-배우자있음","","30681",
"인천광역시","75~79세","내국인-사별","","26615",
"인천광역시","75~79세","내국인-이혼","","1779",
"인천광역시","80~84세","내국인(15세이상)-계","","35471",
"인천광역시","80~84세","내국인-미혼","","254",
"인천광역시","80~84세","내국인-배우자있음","","12925",
"인천광역시","80~84세","내국인-사별","","21629",
"인천광역시","80~84세","내국인-이혼","","663",
"인천광역시","85세이상","내국인(15세이상)-계","","24829",
"인천광역시","85세이상","내국인-미혼","","314",
"인천광역시","85세이상","내국인-배우자있음","","5226",
"인천광역시","85세이상","내국인-사별","","18918",
"인천광역시","85세이상","내국인-이혼","","371",
"동부","합계","내국인(15세이상)-계","","2341065",
"동부","합계","내국인-미혼","","750598",
"동부","합계","내국인-배우자있음","","1293541",
"동부","합계","내국인-사별","","149335",
"동부","합계","내국인-이혼","","147591",
"동부","15~19세","내국인(15세이상)-계","","174502",
"동부","15~19세","내국인-미혼","","174291",
"동부","15~19세","내국인-배우자있음","","200",
"동부","15~19세","내국인-사별","","9",
"동부","15~19세","내국인-이혼","","2",
"동부","20~24세","내국인(15세이상)-계","","192236",
"동부","20~24세","내국인-미혼","","187999",
"동부","20~24세","내국인-배우자있음","","4049",
"동부","20~24세","내국인-사별","","50",
"동부","20~24세","내국인-이혼","","138",
"동부","25~29세","내국인(15세이상)-계","","176424",
"동부","25~29세","내국인-미혼","","146841",
"동부","25~29세","내국인-배우자있음","","28654",
"동부","25~29세","내국인-사별","","27",
"동부","25~29세","내국인-이혼","","902",
"동부","30~34세","내국인(15세이상)-계","","211136",
"동부","30~34세","내국인-미혼","","94989",
"동부","30~34세","내국인-배우자있음","","111916",
"동부","30~34세","내국인-사별","","190",
"동부","30~34세","내국인-이혼","","4041",
"동부","35~39세","내국인(15세이상)-계","","221136",
"동부","35~39세","내국인-미혼","","54834",
"동부","35~39세","내국인-배우자있음","","156811",
"동부","35~39세","내국인-사별","","497",
"동부","35~39세","내국인-이혼","","8994",
"동부","40~44세","내국인(15세이상)-계","","239938",
"동부","40~44세","내국인-미혼","","39943",
"동부","40~44세","내국인-배우자있음","","179530",
"동부","40~44세","내국인-사별","","1744",
"동부","40~44세","내국인-이혼","","18721",
"동부","45~49세","내국인(15세이상)-계","","246113",
"동부","45~49세","내국인-미혼","","23520",
"동부","45~49세","내국인-배우자있음","","189680",
"동부","45~49세","내국인-사별","","4080",
"동부","45~49세","내국인-이혼","","28833",
"동부","50~54세","내국인(15세이상)-계","","245775",
"동부","50~54세","내국인-미혼","","14043",
"동부","50~54세","내국인-배우자있음","","191501",
"동부","50~54세","내국인-사별","","8540",
"동부","50~54세","내국인-이혼","","31691",
"동부","55~59세","내국인(15세이상)-계","","215811",
"동부","55~59세","내국인-미혼","","7698",
"동부","55~59세","내국인-배우자있음","","167199",
"동부","55~59세","내국인-사별","","14333",
"동부","55~59세","내국인-이혼","","26581",
"동부","60~64세","내국인(15세이상)-계","","135108",
"동부","60~64세","내국인-미혼","","3306",
"동부","60~64세","내국인-배우자있음","","103061",
"동부","60~64세","내국인-사별","","15484",
"동부","60~64세","내국인-이혼","","13257",
"동부","65~69세","내국인(15세이상)-계","","98177",
"동부","65~69세","내국인-미혼","","1355",
"동부","65~69세","내국인-배우자있음","","69713",
"동부","65~69세","내국인-사별","","19226",
"동부","65~69세","내국인-이혼","","7883",
"동부","70~74세","내국인(15세이상)-계","","75054",
"동부","70~74세","내국인-미혼","","911",
"동부","70~74세","내국인-배우자있음","","47197",
"동부","70~74세","내국인-사별","","23104",
"동부","70~74세","내국인-이혼","","3842",
"동부","75~79세","내국인(15세이상)-계","","54791",
"동부","75~79세","내국인-미혼","","348",
"동부","75~79세","내국인-배우자있음","","27852",
"동부","75~79세","내국인-사별","","24876",
"동부","75~79세","내국인-이혼","","1715",
"동부","80~84세","내국인(15세이상)-계","","32283",
"동부","80~84세","내국인-미혼","","234",
"동부","80~84세","내국인-배우자있음","","11499",
"동부","80~84세","내국인-사별","","19914",
"동부","80~84세","내국인-이혼","","636",
"동부","85세이상","내국인(15세이상)-계","","22581",
"동부","85세이상","내국인-미혼","","286",
"동부","85세이상","내국인-배우자있음","","4679",
"동부","85세이상","내국인-사별","","17261",
"동부","85세이상","내국인-이혼","","355",
"읍부","합계","내국인(15세이상)-계","","18283",
"읍부","합계","내국인-미혼","","4960",
"읍부","합계","내국인-배우자있음","","10413",
"읍부","합계","내국인-사별","","1935",
"읍부","합계","내국인-이혼","","975",
"읍부","15~19세","내국인(15세이상)-계","","1628",
"읍부","15~19세","내국인-미혼","","1628",
"읍부","15~19세","내국인-배우자있음","","",
"읍부","15~19세","내국인-사별","","",
"읍부","15~19세","내국인-이혼","","",
"읍부","20~24세","내국인(15세이상)-계","","1027",
"읍부","20~24세","내국인-미혼","","1006",
"읍부","20~24세","내국인-배우자있음","","16",
"읍부","20~24세","내국인-사별","","",
"읍부","20~24세","내국인-이혼","","5",
"읍부","25~29세","내국인(15세이상)-계","","890",
"읍부","25~29세","내국인-미혼","","771",
"읍부","25~29세","내국인-배우자있음","","118",
"읍부","25~29세","내국인-사별","","",
"읍부","25~29세","내국인-이혼","","1",
"읍부","30~34세","내국인(15세이상)-계","","1039",
"읍부","30~34세","내국인-미혼","","498",
"읍부","30~34세","내국인-배우자있음","","532",
"읍부","30~34세","내국인-사별","","",
"읍부","30~34세","내국인-이혼","","9",
"읍부","35~39세","내국인(15세이상)-계","","1201",
"읍부","35~39세","내국인-미혼","","259",
"읍부","35~39세","내국인-배우자있음","","864",
"읍부","35~39세","내국인-사별","","",
"읍부","35~39세","내국인-이혼","","78",
"읍부","40~44세","내국인(15세이상)-계","","1615",
"읍부","40~44세","내국인-미혼","","295",
"읍부","40~44세","내국인-배우자있음","","1136",
"읍부","40~44세","내국인-사별","","17",
"읍부","40~44세","내국인-이혼","","167",
"읍부","45~49세","내국인(15세이상)-계","","1720",
"읍부","45~49세","내국인-미혼","","183",
"읍부","45~49세","내국인-배우자있음","","1309",
"읍부","45~49세","내국인-사별","","76",
"읍부","45~49세","내국인-이혼","","152",
"읍부","50~54세","내국인(15세이상)-계","","1701",
"읍부","50~54세","내국인-미혼","","107",
"읍부","50~54세","내국인-배우자있음","","1387",
"읍부","50~54세","내국인-사별","","81",
"읍부","50~54세","내국인-이혼","","126",
"읍부","55~59세","내국인(15세이상)-계","","1889",
"읍부","55~59세","내국인-미혼","","85",
"읍부","55~59세","내국인-배우자있음","","1496",
"읍부","55~59세","내국인-사별","","122",
"읍부","55~59세","내국인-이혼","","186",
"읍부","60~64세","내국인(15세이상)-계","","1365",
"읍부","60~64세","내국인-미혼","","56",
"읍부","60~64세","내국인-배우자있음","","1057",
"읍부","60~64세","내국인-사별","","165",
"읍부","60~64세","내국인-이혼","","87",
"읍부","65~69세","내국인(15세이상)-계","","1228",
"읍부","65~69세","내국인-미혼","","23",
"읍부","65~69세","내국인-배우자있음","","903",
"읍부","65~69세","내국인-사별","","215",
"읍부","65~69세","내국인-이혼","","87",
"읍부","70~74세","내국인(15세이상)-계","","1149",
"읍부","70~74세","내국인-미혼","","23",
"읍부","70~74세","내국인-배우자있음","","813",
"읍부","70~74세","내국인-사별","","270",
"읍부","70~74세","내국인-이혼","","43",
"읍부","75~79세","내국인(15세이상)-계","","862",
"읍부","75~79세","내국인-미혼","","20",
"읍부","75~79세","내국인-배우자있음","","459",
"읍부","75~79세","내국인-사별","","359",
"읍부","75~79세","내국인-이혼","","24",
"읍부","80~84세","내국인(15세이상)-계","","618",
"읍부","80~84세","내국인-미혼","","5",
"읍부","80~84세","내국인-배우자있음","","250",
"읍부","80~84세","내국인-사별","","358",
"읍부","80~84세","내국인-이혼","","5",
"읍부","85세이상","내국인(15세이상)-계","","351",
"읍부","85세이상","내국인-미혼","","1",
"읍부","85세이상","내국인-배우자있음","","73",
"읍부","85세이상","내국인-사별","","272",
"읍부","85세이상","내국인-이혼","","5",
"면부","합계","내국인(15세이상)-계","","54138",
"면부","합계","내국인-미혼","","10774",
"면부","합계","내국인-배우자있음","","34122",
"면부","합계","내국인-사별","","7210",
"면부","합계","내국인-이혼","","2032",
"면부","15~19세","내국인(15세이상)-계","","1894",
"면부","15~19세","내국인-미혼","","1885",
"면부","15~19세","내국인-배우자있음","","6",
"면부","15~19세","내국인-사별","","3",
"면부","15~19세","내국인-이혼","","",
"면부","20~24세","내국인(15세이상)-계","","2737",
"면부","20~24세","내국인-미혼","","2587",
"면부","20~24세","내국인-배우자있음","","143",
"면부","20~24세","내국인-사별","","6",
"면부","20~24세","내국인-이혼","","1",
"면부","25~29세","내국인(15세이상)-계","","2583",
"면부","25~29세","내국인-미혼","","2090",
