"행정구역별(시군구)","연령별","항목","단위","2015 년",
"화성시","60~64세","내국인(15세이상)-계","","20962",
"화성시","60~64세","내국인-미혼","","411",
"화성시","60~64세","내국인-배우자있음","","16689",
"화성시","60~64세","내국인-사별","","2564",
"화성시","60~64세","내국인-이혼","","1298",
"화성시","65~69세","내국인(15세이상)-계","","15548",
"화성시","65~69세","내국인-미혼","","117",
"화성시","65~69세","내국인-배우자있음","","11726",
"화성시","65~69세","내국인-사별","","2778",
"화성시","65~69세","내국인-이혼","","927",
"화성시","70~74세","내국인(15세이상)-계","","12223",
"화성시","70~74세","내국인-미혼","","109",
"화성시","70~74세","내국인-배우자있음","","8205",
"화성시","70~74세","내국인-사별","","3535",
"화성시","70~74세","내국인-이혼","","374",
"화성시","75~79세","내국인(15세이상)-계","","9667",
"화성시","75~79세","내국인-미혼","","51",
"화성시","75~79세","내국인-배우자있음","","5451",
"화성시","75~79세","내국인-사별","","3995",
"화성시","75~79세","내국인-이혼","","170",
"화성시","80~84세","내국인(15세이상)-계","","5861",
"화성시","80~84세","내국인-미혼","","22",
"화성시","80~84세","내국인-배우자있음","","2238",
"화성시","80~84세","내국인-사별","","3522",
"화성시","80~84세","내국인-이혼","","79",
"화성시","85세이상","내국인(15세이상)-계","","3911",
"화성시","85세이상","내국인-미혼","","26",
"화성시","85세이상","내국인-배우자있음","","794",
"화성시","85세이상","내국인-사별","","3046",
"화성시","85세이상","내국인-이혼","","45",
"광주시","합계","내국인(15세이상)-계","","248644",
"광주시","합계","내국인-미혼","","71221",
"광주시","합계","내국인-배우자있음","","150929",
"광주시","합계","내국인-사별","","13536",
"광주시","합계","내국인-이혼","","12958",
"광주시","15~19세","내국인(15세이상)-계","","16841",
"광주시","15~19세","내국인-미혼","","16815",
"광주시","15~19세","내국인-배우자있음","","23",
"광주시","15~19세","내국인-사별","","3",
"광주시","15~19세","내국인-이혼","","",
"광주시","20~24세","내국인(15세이상)-계","","16830",
"광주시","20~24세","내국인-미혼","","16381",
"광주시","20~24세","내국인-배우자있음","","430",
"광주시","20~24세","내국인-사별","","2",
"광주시","20~24세","내국인-이혼","","17",
"광주시","25~29세","내국인(15세이상)-계","","16649",
"광주시","25~29세","내국인-미혼","","12856",
"광주시","25~29세","내국인-배우자있음","","3711",
"광주시","25~29세","내국인-사별","","",
"광주시","25~29세","내국인-이혼","","82",
"광주시","30~34세","내국인(15세이상)-계","","25217",
"광주시","30~34세","내국인-미혼","","9690",
"광주시","30~34세","내국인-배우자있음","","15071",
"광주시","30~34세","내국인-사별","","50",
"광주시","30~34세","내국인-이혼","","406",
"광주시","35~39세","내국인(15세이상)-계","","26660",
"광주시","35~39세","내국인-미혼","","6335",
"광주시","35~39세","내국인-배우자있음","","19396",
"광주시","35~39세","내국인-사별","","80",
"광주시","35~39세","내국인-이혼","","849",
"광주시","40~44세","내국인(15세이상)-계","","26904",
"광주시","40~44세","내국인-미혼","","4081",
"광주시","40~44세","내국인-배우자있음","","20955",
"광주시","40~44세","내국인-사별","","149",
"광주시","40~44세","내국인-이혼","","1719",
"광주시","45~49세","내국인(15세이상)-계","","25403",
"광주시","45~49세","내국인-미혼","","2497",
"광주시","45~49세","내국인-배우자있음","","20088",
"광주시","45~49세","내국인-사별","","435",
"광주시","45~49세","내국인-이혼","","2383",
"광주시","50~54세","내국인(15세이상)-계","","23920",
"광주시","50~54세","내국인-미혼","","1335",
"광주시","50~54세","내국인-배우자있음","","19356",
"광주시","50~54세","내국인-사별","","599",
"광주시","50~54세","내국인-이혼","","2630",
"광주시","55~59세","내국인(15세이상)-계","","22652",
"광주시","55~59세","내국인-미혼","","644",
"광주시","55~59세","내국인-배우자있음","","18698",
"광주시","55~59세","내국인-사별","","1080",
"광주시","55~59세","내국인-이혼","","2230",
"광주시","60~64세","내국인(15세이상)-계","","15978",
"광주시","60~64세","내국인-미혼","","253",
"광주시","60~64세","내국인-배우자있음","","13009",
"광주시","60~64세","내국인-사별","","1330",
"광주시","60~64세","내국인-이혼","","1386",
"광주시","65~69세","내국인(15세이상)-계","","11512",
"광주시","65~69세","내국인-미혼","","140",
"광주시","65~69세","내국인-배우자있음","","8752",
"광주시","65~69세","내국인-사별","","1944",
"광주시","65~69세","내국인-이혼","","676",
"광주시","70~74세","내국인(15세이상)-계","","8651",
"광주시","70~74세","내국인-미혼","","85",
"광주시","70~74세","내국인-배우자있음","","5943",
"광주시","70~74세","내국인-사별","","2283",
"광주시","70~74세","내국인-이혼","","340",
"광주시","75~79세","내국인(15세이상)-계","","5777",
"광주시","75~79세","내국인-미혼","","44",
"광주시","75~79세","내국인-배우자있음","","3507",
"광주시","75~79세","내국인-사별","","2080",
"광주시","75~79세","내국인-이혼","","146",
"광주시","80~84세","내국인(15세이상)-계","","3321",
"광주시","80~84세","내국인-미혼","","23",
"광주시","80~84세","내국인-배우자있음","","1370",
"광주시","80~84세","내국인-사별","","1860",
"광주시","80~84세","내국인-이혼","","68",
"광주시","85세이상","내국인(15세이상)-계","","2329",
"광주시","85세이상","내국인-미혼","","42",
"광주시","85세이상","내국인-배우자있음","","620",
"광주시","85세이상","내국인-사별","","1641",
"광주시","85세이상","내국인-이혼","","26",
"양주시","합계","내국인(15세이상)-계","","163639",
"양주시","합계","내국인-미혼","","44456",
"양주시","합계","내국인-배우자있음","","97815",
"양주시","합계","내국인-사별","","11954",
"양주시","합계","내국인-이혼","","9414",
"양주시","15~19세","내국인(15세이상)-계","","12323",
"양주시","15~19세","내국인-미혼","","12313",
"양주시","15~19세","내국인-배우자있음","","4",
"양주시","15~19세","내국인-사별","","6",
"양주시","15~19세","내국인-이혼","","",
"양주시","20~24세","내국인(15세이상)-계","","11343",
"양주시","20~24세","내국인-미혼","","10872",
"양주시","20~24세","내국인-배우자있음","","461",
"양주시","20~24세","내국인-사별","","3",
"양주시","20~24세","내국인-이혼","","7",
"양주시","25~29세","내국인(15세이상)-계","","9580",
"양주시","25~29세","내국인-미혼","","7297",
"양주시","25~29세","내국인-배우자있음","","2207",
"양주시","25~29세","내국인-사별","","4",
"양주시","25~29세","내국인-이혼","","72",
"양주시","30~34세","내국인(15세이상)-계","","12279",
"양주시","30~34세","내국인-미혼","","4320",
"양주시","30~34세","내국인-배우자있음","","7731",
"양주시","30~34세","내국인-사별","","25",
"양주시","30~34세","내국인-이혼","","203",
"양주시","35~39세","내국인(15세이상)-계","","15227",
"양주시","35~39세","내국인-미혼","","3017",
"양주시","35~39세","내국인-배우자있음","","11665",
"양주시","35~39세","내국인-사별","","39",
"양주시","35~39세","내국인-이혼","","506",
"양주시","40~44세","내국인(15세이상)-계","","18509",
"양주시","40~44세","내국인-미혼","","2500",
"양주시","40~44세","내국인-배우자있음","","14697",
"양주시","40~44세","내국인-사별","","109",
"양주시","40~44세","내국인-이혼","","1203",
"양주시","45~49세","내국인(15세이상)-계","","17645",
"양주시","45~49세","내국인-미혼","","1551",
"양주시","45~49세","내국인-배우자있음","","13807",
"양주시","45~49세","내국인-사별","","333",
"양주시","45~49세","내국인-이혼","","1954",
"양주시","50~54세","내국인(15세이상)-계","","16332",
"양주시","50~54세","내국인-미혼","","993",
"양주시","50~54세","내국인-배우자있음","","12940",
"양주시","50~54세","내국인-사별","","586",
"양주시","50~54세","내국인-이혼","","1813",
"양주시","55~59세","내국인(15세이상)-계","","14714",
"양주시","55~59세","내국인-미혼","","815",
"양주시","55~59세","내국인-배우자있음","","11459",
"양주시","55~59세","내국인-사별","","950",
"양주시","55~59세","내국인-이혼","","1490",
"양주시","60~64세","내국인(15세이상)-계","","10208",
"양주시","60~64세","내국인-미혼","","330",
"양주시","60~64세","내국인-배우자있음","","7860",
"양주시","60~64세","내국인-사별","","1102",
"양주시","60~64세","내국인-이혼","","916",
"양주시","65~69세","내국인(15세이상)-계","","8290",
"양주시","65~69세","내국인-미혼","","162",
"양주시","65~69세","내국인-배우자있음","","5864",
"양주시","65~69세","내국인-사별","","1583",
"양주시","65~69세","내국인-이혼","","681",
"양주시","70~74세","내국인(15세이상)-계","","7081",
"양주시","70~74세","내국인-미혼","","109",
"양주시","70~74세","내국인-배우자있음","","4655",
"양주시","70~74세","내국인-사별","","1977",
"양주시","70~74세","내국인-이혼","","340",
"양주시","75~79세","내국인(15세이상)-계","","5177",
"양주시","75~79세","내국인-미혼","","73",
"양주시","75~79세","내국인-배우자있음","","2824",
"양주시","75~79세","내국인-사별","","2125",
"양주시","75~79세","내국인-이혼","","155",
"양주시","80~84세","내국인(15세이상)-계","","2957",
"양주시","80~84세","내국인-미혼","","53",
"양주시","80~84세","내국인-배우자있음","","1260",
"양주시","80~84세","내국인-사별","","1596",
"양주시","80~84세","내국인-이혼","","48",
"양주시","85세이상","내국인(15세이상)-계","","1974",
"양주시","85세이상","내국인-미혼","","51",
"양주시","85세이상","내국인-배우자있음","","381",
"양주시","85세이상","내국인-사별","","1516",
"양주시","85세이상","내국인-이혼","","26",
"포천시","합계","내국인(15세이상)-계","","128003",
"포천시","합계","내국인-미혼","","35710",
"포천시","합계","내국인-배우자있음","","73475",
"포천시","합계","내국인-사별","","11745",
"포천시","합계","내국인-이혼","","7073",
"포천시","15~19세","내국인(15세이상)-계","","9394",
"포천시","15~19세","내국인-미혼","","9253",
"포천시","15~19세","내국인-배우자있음","","69",
"포천시","15~19세","내국인-사별","","70",
"포천시","15~19세","내국인-이혼","","2",
"포천시","20~24세","내국인(15세이상)-계","","10574",
"포천시","20~24세","내국인-미혼","","9929",
"포천시","20~24세","내국인-배우자있음","","512",
"포천시","20~24세","내국인-사별","","116",
"포천시","20~24세","내국인-이혼","","17",
"포천시","25~29세","내국인(15세이상)-계","","7922",
"포천시","25~29세","내국인-미혼","","5602",
"포천시","25~29세","내국인-배우자있음","","2269",
"포천시","25~29세","내국인-사별","","7",
"포천시","25~29세","내국인-이혼","","44",
"포천시","30~34세","내국인(15세이상)-계","","8057",
"포천시","30~34세","내국인-미혼","","3372",
"포천시","30~34세","내국인-배우자있음","","4518",
"포천시","30~34세","내국인-사별","","5",
"포천시","30~34세","내국인-이혼","","162",
"포천시","35~39세","내국인(15세이상)-계","","8803",
"포천시","35~39세","내국인-미혼","","2262",
"포천시","35~39세","내국인-배우자있음","","6038",
"포천시","35~39세","내국인-사별","","89",
"포천시","35~39세","내국인-이혼","","414",
"포천시","40~44세","내국인(15세이상)-계","","11547",
"포천시","40~44세","내국인-미혼","","1940",
"포천시","40~44세","내국인-배우자있음","","8561",
"포천시","40~44세","내국인-사별","","116",
"포천시","40~44세","내국인-이혼","","930",
"포천시","45~49세","내국인(15세이상)-계","","12599",
"포천시","45~49세","내국인-미혼","","1382",
"포천시","45~49세","내국인-배우자있음","","9517",
"포천시","45~49세","내국인-사별","","258",
"포천시","45~49세","내국인-이혼","","1442",
"포천시","50~54세","내국인(15세이상)-계","","14082",
"포천시","50~54세","내국인-미혼","","920",
"포천시","50~54세","내국인-배우자있음","","11184",
"포천시","50~54세","내국인-사별","","538",
"포천시","50~54세","내국인-이혼","","1440",
"포천시","55~59세","내국인(15세이상)-계","","13580",
"포천시","55~59세","내국인-미혼","","522",
"포천시","55~59세","내국인-배우자있음","","10889",
"포천시","55~59세","내국인-사별","","879",
"포천시","55~59세","내국인-이혼","","1290",
"포천시","60~64세","내국인(15세이상)-계","","8485",
"포천시","60~64세","내국인-미혼","","188",
"포천시","60~64세","내국인-배우자있음","","6748",
"포천시","60~64세","내국인-사별","","956",
"포천시","60~64세","내국인-이혼","","593",
"포천시","65~69세","내국인(15세이상)-계","","6736",
"포천시","65~69세","내국인-미혼","","167",
"포천시","65~69세","내국인-배우자있음","","5009",
"포천시","65~69세","내국인-사별","","1245",
"포천시","65~69세","내국인-이혼","","315",
"포천시","70~74세","내국인(15세이상)-계","","5967",
"포천시","70~74세","내국인-미혼","","55",
"포천시","70~74세","내국인-배우자있음","","3693",
"포천시","70~74세","내국인-사별","","1946",
"포천시","70~74세","내국인-이혼","","273",
"포천시","75~79세","내국인(15세이상)-계","","5109",
"포천시","75~79세","내국인-미혼","","38",
"포천시","75~79세","내국인-배우자있음","","2755",
"포천시","75~79세","내국인-사별","","2220",
"포천시","75~79세","내국인-이혼","","96",
"포천시","80~84세","내국인(15세이상)-계","","2989",
"포천시","80~84세","내국인-미혼","","33",
"포천시","80~84세","내국인-배우자있음","","1187",
"포천시","80~84세","내국인-사별","","1727",
"포천시","80~84세","내국인-이혼","","42",
"포천시","85세이상","내국인(15세이상)-계","","2159",
"포천시","85세이상","내국인-미혼","","47",
"포천시","85세이상","내국인-배우자있음","","526",
"포천시","85세이상","내국인-사별","","1573",
"포천시","85세이상","내국인-이혼","","13",
"여주시","합계","내국인(15세이상)-계","","91360",
"여주시","합계","내국인-미혼","","25208",
"여주시","합계","내국인-배우자있음","","53284",
"여주시","합계","내국인-사별","","8905",
"여주시","합계","내국인-이혼","","3963",
"여주시","15~19세","내국인(15세이상)-계","","6842",
"여주시","15~19세","내국인-미혼","","6828",
"여주시","15~19세","내국인-배우자있음","","11",
"여주시","15~19세","내국인-사별","","3",
"여주시","15~19세","내국인-이혼","","",
"여주시","20~24세","내국인(15세이상)-계","","6323",
"여주시","20~24세","내국인-미혼","","6117",
"여주시","20~24세","내국인-배우자있음","","199",
"여주시","20~24세","내국인-사별","","2",
"여주시","20~24세","내국인-이혼","","5",
"여주시","25~29세","내국인(15세이상)-계","","5124",
"여주시","25~29세","내국인-미혼","","3988",
"여주시","25~29세","내국인-배우자있음","","1094",
"여주시","25~29세","내국인-사별","","9",
"여주시","25~29세","내국인-이혼","","33",
"여주시","30~34세","내국인(15세이상)-계","","6181",
"여주시","30~34세","내국인-미혼","","2537",
"여주시","30~34세","내국인-배우자있음","","3511",
"여주시","30~34세","내국인-사별","","14",
"여주시","30~34세","내국인-이혼","","119",
"여주시","35~39세","내국인(15세이상)-계","","7058",
"여주시","35~39세","내국인-미혼","","1814",
"여주시","35~39세","내국인-배우자있음","","4936",
"여주시","35~39세","내국인-사별","","30",
"여주시","35~39세","내국인-이혼","","278",
"여주시","40~44세","내국인(15세이상)-계","","8102",
"여주시","40~44세","내국인-미혼","","1433",
"여주시","40~44세","내국인-배우자있음","","6109",
"여주시","40~44세","내국인-사별","","61",
"여주시","40~44세","내국인-이혼","","499",
"여주시","45~49세","내국인(15세이상)-계","","8621",
"여주시","45~49세","내국인-미혼","","998",
"여주시","45~49세","내국인-배우자있음","","6698",
"여주시","45~49세","내국인-사별","","212",
"여주시","45~49세","내국인-이혼","","713",
"여주시","50~54세","내국인(15세이상)-계","","8992",
"여주시","50~54세","내국인-미혼","","566",
"여주시","50~54세","내국인-배우자있음","","7196",
"여주시","50~54세","내국인-사별","","365",
"여주시","50~54세","내국인-이혼","","865",
"여주시","55~59세","내국인(15세이상)-계","","8939",
"여주시","55~59세","내국인-미혼","","332",
"여주시","55~59세","내국인-배우자있음","","7298",
"여주시","55~59세","내국인-사별","","666",
"여주시","55~59세","내국인-이혼","","643",
"여주시","60~64세","내국인(15세이상)-계","","6942",
"여주시","60~64세","내국인-미혼","","190",
"여주시","60~64세","내국인-배우자있음","","5577",
"여주시","60~64세","내국인-사별","","754",
"여주시","60~64세","내국인-이혼","","421",
"여주시","65~69세","내국인(15세이상)-계","","4907",
"여주시","65~69세","내국인-미혼","","101",
"여주시","65~69세","내국인-배우자있음","","3697",
"여주시","65~69세","내국인-사별","","963",
"여주시","65~69세","내국인-이혼","","146",
"여주시","70~74세","내국인(15세이상)-계","","4960",
"여주시","70~74세","내국인-미혼","","83",
"여주시","70~74세","내국인-배우자있음","","3239",
"여주시","70~74세","내국인-사별","","1490",
"여주시","70~74세","내국인-이혼","","148",
"여주시","75~79세","내국인(15세이상)-계","","4039",
"여주시","75~79세","내국인-미혼","","52",
"여주시","75~79세","내국인-배우자있음","","2295",
"여주시","75~79세","내국인-사별","","1640",
"여주시","75~79세","내국인-이혼","","52",
"여주시","80~84세","내국인(15세이상)-계","","2609",
"여주시","80~84세","내국인-미혼","","73",
"여주시","80~84세","내국인-배우자있음","","1056",
"여주시","80~84세","내국인-사별","","1465",
"여주시","80~84세","내국인-이혼","","15",
"여주시","85세이상","내국인(15세이상)-계","","1721",
"여주시","85세이상","내국인-미혼","","96",
"여주시","85세이상","내국인-배우자있음","","368",
"여주시","85세이상","내국인-사별","","1231",
"여주시","85세이상","내국인-이혼","","26",
"연천군","합계","내국인(15세이상)-계","","37484",
"연천군","합계","내국인-미혼","","9174",
"연천군","합계","내국인-배우자있음","","21914",
"연천군","합계","내국인-사별","","4572",
"연천군","합계","내국인-이혼","","1824",
"연천군","15~19세","내국인(15세이상)-계","","2064",
"연천군","15~19세","내국인-미혼","","2056",
"연천군","15~19세","내국인-배우자있음","","8",
"연천군","15~19세","내국인-사별","","",
"연천군","15~19세","내국인-이혼","","",
"연천군","20~24세","내국인(15세이상)-계","","2537",
"연천군","20~24세","내국인-미혼","","2351",
"연천군","20~24세","내국인-배우자있음","","178",
"연천군","20~24세","내국인-사별","","1",
"연천군","20~24세","내국인-이혼","","7",
"연천군","25~29세","내국인(15세이상)-계","","2430",
"연천군","25~29세","내국인-미혼","","1563",
"연천군","25~29세","내국인-배우자있음","","850",
"연천군","25~29세","내국인-사별","","",
"연천군","25~29세","내국인-이혼","","17",
"연천군","30~34세","내국인(15세이상)-계","","2297",
"연천군","30~34세","내국인-미혼","","905",
"연천군","30~34세","내국인-배우자있음","","1350",
"연천군","30~34세","내국인-사별","","",
"연천군","30~34세","내국인-이혼","","42",
"연천군","35~39세","내국인(15세이상)-계","","2263",
"연천군","35~39세","내국인-미혼","","606",
"연천군","35~39세","내국인-배우자있음","","1580",
"연천군","35~39세","내국인-사별","","16",
"연천군","35~39세","내국인-이혼","","61",
"연천군","40~44세","내국인(15세이상)-계","","2771",
"연천군","40~44세","내국인-미혼","","483",
"연천군","40~44세","내국인-배우자있음","","2049",
"연천군","40~44세","내국인-사별","","39",
"연천군","40~44세","내국인-이혼","","200",
"연천군","45~49세","내국인(15세이상)-계","","2971",
"연천군","45~49세","내국인-미혼","","446",
"연천군","45~49세","내국인-배우자있음","","2135",
"연천군","45~49세","내국인-사별","","104",
"연천군","45~49세","내국인-이혼","","286",
"연천군","50~54세","내국인(15세이상)-계","","3650",
"연천군","50~54세","내국인-미혼","","364",
"연천군","50~54세","내국인-배우자있음","","2815",
"연천군","50~54세","내국인-사별","","124",
"연천군","50~54세","내국인-이혼","","347",
"연천군","55~59세","내국인(15세이상)-계","","4012",
"연천군","55~59세","내국인-미혼","","224",
"연천군","55~59세","내국인-배우자있음","","3146",
"연천군","55~59세","내국인-사별","","259",
"연천군","55~59세","내국인-이혼","","383",
"연천군","60~64세","내국인(15세이상)-계","","2803",
"연천군","60~64세","내국인-미혼","","64",
"연천군","60~64세","내국인-배우자있음","","2172",
"연천군","60~64세","내국인-사별","","349",
"연천군","60~64세","내국인-이혼","","218",
"연천군","65~69세","내국인(15세이상)-계","","2765",
"연천군","65~69세","내국인-미혼","","52",
"연천군","65~69세","내국인-배우자있음","","2030",
"연천군","65~69세","내국인-사별","","564",
"연천군","65~69세","내국인-이혼","","119",
"연천군","70~74세","내국인(15세이상)-계","","2542",
"연천군","70~74세","내국인-미혼","","32",
"연천군","70~74세","내국인-배우자있음","","1604",
"연천군","70~74세","내국인-사별","","812",
"연천군","70~74세","내국인-이혼","","94",
"연천군","75~79세","내국인(15세이상)-계","","2252",
"연천군","75~79세","내국인-미혼","","17",
"연천군","75~79세","내국인-배우자있음","","1213",
"연천군","75~79세","내국인-사별","","991",
"연천군","75~79세","내국인-이혼","","31",
"연천군","80~84세","내국인(15세이상)-계","","1266",
"연천군","80~84세","내국인-미혼","","9",
"연천군","80~84세","내국인-배우자있음","","563",
"연천군","80~84세","내국인-사별","","680",
"연천군","80~84세","내국인-이혼","","14",
"연천군","85세이상","내국인(15세이상)-계","","861",
"연천군","85세이상","내국인-미혼","","2",
"연천군","85세이상","내국인-배우자있음","","221",
"연천군","85세이상","내국인-사별","","633",
"연천군","85세이상","내국인-이혼","","5",
"가평군","합계","내국인(15세이상)-계","","50905",
"가평군","합계","내국인-미혼","","13463",
"가평군","합계","내국인-배우자있음","","28579",
"가평군","합계","내국인-사별","","5832",
"가평군","합계","내국인-이혼","","3031",
"가평군","15~19세","내국인(15세이상)-계","","3235",
"가평군","15~19세","내국인-미혼","","3225",
"가평군","15~19세","내국인-배우자있음","","2",
"가평군","15~19세","내국인-사별","","4",
"가평군","15~19세","내국인-이혼","","4",
"가평군","20~24세","내국인(15세이상)-계","","2889",
"가평군","20~24세","내국인-미혼","","2760",
"가평군","20~24세","내국인-배우자있음","","124",
"가평군","20~24세","내국인-사별","","3",
"가평군","20~24세","내국인-이혼","","2",
"가평군","25~29세","내국인(15세이상)-계","","2617",
"가평군","25~29세","내국인-미혼","","2088",
"가평군","25~29세","내국인-배우자있음","","517",
"가평군","25~29세","내국인-사별","","1",
"가평군","25~29세","내국인-이혼","","11",
"가평군","30~34세","내국인(15세이상)-계","","2845",
"가평군","30~34세","내국인-미혼","","1297",
"가평군","30~34세","내국인-배우자있음","","1450",
"가평군","30~34세","내국인-사별","","9",
"가평군","30~34세","내국인-이혼","","89",
"가평군","35~39세","내국인(15세이상)-계","","3249",
"가평군","35~39세","내국인-미혼","","1043",
"가평군","35~39세","내국인-배우자있음","","2069",
"가평군","35~39세","내국인-사별","","6",
"가평군","35~39세","내국인-이혼","","131",
"가평군","40~44세","내국인(15세이상)-계","","3877",
"가평군","40~44세","내국인-미혼","","911",
"가평군","40~44세","내국인-배우자있음","","2642",
"가평군","40~44세","내국인-사별","","54",
"가평군","40~44세","내국인-이혼","","270",
"가평군","45~49세","내국인(15세이상)-계","","4400",
"가평군","45~49세","내국인-미혼","","673",
"가평군","45~49세","내국인-배우자있음","","3260",
"가평군","45~49세","내국인-사별","","85",
"가평군","45~49세","내국인-이혼","","382",
"가평군","50~54세","내국인(15세이상)-계","","5174",
"가평군","50~54세","내국인-미혼","","459",
"가평군","50~54세","내국인-배우자있음","","3859",
"가평군","50~54세","내국인-사별","","224",
"가평군","50~54세","내국인-이혼","","632",
"가평군","55~59세","내국인(15세이상)-계","","5733",
"가평군","55~59세","내국인-미혼","","360",
"가평군","55~59세","내국인-배우자있음","","4363",
"가평군","55~59세","내국인-사별","","422",
"가평군","55~59세","내국인-이혼","","588",
"가평군","60~64세","내국인(15세이상)-계","","4525",
"가평군","60~64세","내국인-미혼","","231",
"가평군","60~64세","내국인-배우자있음","","3448",
"가평군","60~64세","내국인-사별","","451",
"가평군","60~64세","내국인-이혼","","395",
"가평군","65~69세","내국인(15세이상)-계","","3229",
"가평군","65~69세","내국인-미혼","","160",
"가평군","65~69세","내국인-배우자있음","","2213",
"가평군","65~69세","내국인-사별","","608",
"가평군","65~69세","내국인-이혼","","248",
"가평군","70~74세","내국인(15세이상)-계","","3403",
"가평군","70~74세","내국인-미혼","","96",
"가평군","70~74세","내국인-배우자있음","","2215",
"가평군","70~74세","내국인-사별","","956",
"가평군","70~74세","내국인-이혼","","136",
"가평군","75~79세","내국인(15세이상)-계","","2828",
"가평군","75~79세","내국인-미혼","","75",
"가평군","75~79세","내국인-배우자있음","","1524",
"가평군","75~79세","내국인-사별","","1136",
"가평군","75~79세","내국인-이혼","","93",
"가평군","80~84세","내국인(15세이상)-계","","1785",
"가평군","80~84세","내국인-미혼","","48",
"가평군","80~84세","내국인-배우자있음","","667",
"가평군","80~84세","내국인-사별","","1039",
"가평군","80~84세","내국인-이혼","","31",
"가평군","85세이상","내국인(15세이상)-계","","1116",
"가평군","85세이상","내국인-미혼","","37",
"가평군","85세이상","내국인-배우자있음","","226",
"가평군","85세이상","내국인-사별","","834",
"가평군","85세이상","내국인-이혼","","19",
"양평군","합계","내국인(15세이상)-계","","87754",
"양평군","합계","내국인-미혼","","20133",
"양평군","합계","내국인-배우자있음","","54171",
"양평군","합계","내국인-사별","","9455",
"양평군","합계","내국인-이혼","","3995",
"양평군","15~19세","내국인(15세이상)-계","","5524",
"양평군","15~19세","내국인-미혼","","5394",
"양평군","15~19세","내국인-배우자있음","","62",
"양평군","15~19세","내국인-사별","","56",
"양평군","15~19세","내국인-이혼","","12",
"양평군","20~24세","내국인(15세이상)-계","","4813",
"양평군","20~24세","내국인-미혼","","4580",
"양평군","20~24세","내국인-배우자있음","","173",
"양평군","20~24세","내국인-사별","","46",
"양평군","20~24세","내국인-이혼","","14",
"양평군","25~29세","내국인(15세이상)-계","","4326",
"양평군","25~29세","내국인-미혼","","3303",
"양평군","25~29세","내국인-배우자있음","","1000",
"양평군","25~29세","내국인-사별","","12",
"양평군","25~29세","내국인-이혼","","11",
"양평군","30~34세","내국인(15세이상)-계","","4751",
"양평군","30~34세","내국인-미혼","","2182",
"양평군","30~34세","내국인-배우자있음","","2503",
"양평군","30~34세","내국인-사별","","17",
"양평군","30~34세","내국인-이혼","","49",
"양평군","35~39세","내국인(15세이상)-계","","5764",
"양평군","35~39세","내국인-미혼","","1300",
"양평군","35~39세","내국인-배우자있음","","4248",
"양평군","35~39세","내국인-사별","","19",
"양평군","35~39세","내국인-이혼","","197",
"양평군","40~44세","내국인(15세이상)-계","","7373",
"양평군","40~44세","내국인-미혼","","972",
"양평군","40~44세","내국인-배우자있음","","5782",
"양평군","40~44세","내국인-사별","","91",
"양평군","40~44세","내국인-이혼","","528",
"양평군","45~49세","내국인(15세이상)-계","","7511",
"양평군","45~49세","내국인-미혼","","920",
"양평군","45~49세","내국인-배우자있음","","5879",
"양평군","45~49세","내국인-사별","","87",
"양평군","45~49세","내국인-이혼","","625",
"양평군","50~54세","내국인(15세이상)-계","","8598",
"양평군","50~54세","내국인-미혼","","601",
"양평군","50~54세","내국인-배우자있음","","6855",
"양평군","50~54세","내국인-사별","","348",
"양평군","50~54세","내국인-이혼","","794",
"양평군","55~59세","내국인(15세이상)-계","","9787",
"양평군","55~59세","내국인-미혼","","445",
"양평군","55~59세","내국인-배우자있음","","8035",
"양평군","55~59세","내국인-사별","","486",
"양평군","55~59세","내국인-이혼","","821",
"양평군","60~64세","내국인(15세이상)-계","","7983",
"양평군","60~64세","내국인-미혼","","205",
"양평군","60~64세","내국인-배우자있음","","6644",
"양평군","60~64세","내국인-사별","","797",
"양평군","60~64세","내국인-이혼","","337",
"양평군","65~69세","내국인(15세이상)-계","","6072",
"양평군","65~69세","내국인-미혼","","138",
"양평군","65~69세","내국인-배우자있음","","4676",
"양평군","65~69세","내국인-사별","","973",
"양평군","65~69세","내국인-이혼","","285",
"양평군","70~74세","내국인(15세이상)-계","","5736",
"양평군","70~74세","내국인-미혼","","47",
"양평군","70~74세","내국인-배우자있음","","3987",
"양평군","70~74세","내국인-사별","","1535",
"양평군","70~74세","내국인-이혼","","167",
"양평군","75~79세","내국인(15세이상)-계","","4648",
"양평군","75~79세","내국인-미혼","","12",
"양평군","75~79세","내국인-배우자있음","","2643",
"양평군","75~79세","내국인-사별","","1894",
"양평군","75~79세","내국인-이혼","","99",
"양평군","80~84세","내국인(15세이상)-계","","2832",
"양평군","80~84세","내국인-미혼","","11",
"양평군","80~84세","내국인-배우자있음","","1221",
"양평군","80~84세","내국인-사별","","1567",
"양평군","80~84세","내국인-이혼","","33",
"양평군","85세이상","내국인(15세이상)-계","","2036",
"양평군","85세이상","내국인-미혼","","23",
"양평군","85세이상","내국인-배우자있음","","463",
"양평군","85세이상","내국인-사별","","1527",
"양평군","85세이상","내국인-이혼","","23",
"강원도","합계","내국인(15세이상)-계","","1304216",
"강원도","합계","내국인-미혼","","368481",
"강원도","합계","내국인-배우자있음","","737296",
"강원도","합계","내국인-사별","","132356",
"강원도","합계","내국인-이혼","","66083",
"강원도","15~19세","내국인(15세이상)-계","","97353",
"강원도","15~19세","내국인-미혼","","96866",
